Wed, Nov 2, 2016	8:00	New Orleans Pelicans	83	Memphis Grizzlies	89	15,881	
Wed, Nov 2, 2016	7:30	Houston Rockets	118	New York Knicks	99	19,812	
Wed, Nov 2, 2016	10:00	Portland Trail Blazers	115	Phoenix Suns	118	17,284	
Wed, Nov 2, 2016	9:00	Dallas Mavericks	81	Utah Jazz	97	19,318	
Wed, Nov 2, 2016	7:00	Toronto Raptors	113	Washington Wizards	103	19,581	
Thu, Nov 3, 2016	8:00	Boston Celtics	122	Cleveland Cavaliers	128	20,562	
Thu, Nov 3, 2016	10:30	Oklahoma City Thunder	96	Golden State Warriors	122	19,596	
Thu, Nov 3, 2016	8:00	Indiana Pacers	107	Milwaukee Bucks	125	11,374	
Thu, Nov 3, 2016	8:00	Denver Nuggets	102	Minnesota Timberwolves	99	11,219	
Thu, Nov 3, 2016	7:00	Sacramento Kings	94	Orlando Magic	102	17,026	
Fri, Nov 4, 2016	7:30	Charlotte Hornets	99	Brooklyn Nets	95	15,775	
Fri, Nov 4, 2016	8:00	New York Knicks	117	Chicago Bulls	104	22,376	
Fri, Nov 4, 2016	8:30	Portland Trail Blazers	105	Dallas Mavericks	95	19,475	
Fri, Nov 4, 2016	10:30	Golden State Warriors	97	Los Angeles Lakers	117	18,997	
Fri, Nov 4, 2016	8:00	Los Angeles Clippers	99	Memphis Grizzlies	88	17,115	
Fri, Nov 4, 2016	8:00	Phoenix Suns	112	New Orleans Pelicans	111	15,379	
Fri, Nov 4, 2016	7:30	Miami Heat	87	Toronto Raptors	96	19,800	
Fri, Nov 4, 2016	9:00	San Antonio Spurs	100	Utah Jazz	86	19,911	
Fri, Nov 4, 2016	7:00	Atlanta Hawks	92	Washington Wizards	95	14,663	
Sat, Nov 5, 2016	7:30	Houston Rockets	97	Atlanta Hawks	112	16,895	
Sat, Nov 5, 2016	7:00	Denver Nuggets	86	Detroit Pistons	103	16,218	
Sat, Nov 5, 2016	7:00	Chicago Bulls	94	Indiana Pacers	111	17,020	
Sat, Nov 5, 2016	8:00	Sacramento Kings	91	Milwaukee Bucks	117	16,021	
Sat, Nov 5, 2016	6:00	Minnesota Timberwolves	92	Oklahoma City Thunder	112	18,203	
Sat, Nov 5, 2016	7:00	Washington Wizards	86	Orlando Magic	88	18,846	
Sat, Nov 5, 2016	7:00	Cleveland Cavaliers	102	Philadelphia 76ers	101	20,497	
Sat, Nov 5, 2016	8:30	Los Angeles Clippers	116	San Antonio Spurs	92	18,418	
Sun, Nov 6, 2016	7:30	Denver Nuggets	123	Boston Celtics	107	17,452	
Sun, Nov 6, 2016	7:00	Milwaukee Bucks	75	Dallas Mavericks	86	19,345	
Sun, Nov 6, 2016	9:30	Phoenix Suns	108	Los Angeles Lakers	119	18,997	
Sun, Nov 6, 2016	3:30	Portland Trail Blazers	100	Memphis Grizzlies	94	16,233	
Sun, Nov 6, 2016	12:00	Utah Jazz	114	New York Knicks	109	19,812	
Sun, Nov 6, 2016	6:00	Sacramento Kings	96	Toronto Raptors	91	19,800	
Mon, Nov 7, 2016	8:00	Orlando Magic	80	Chicago Bulls	112	21,320	
Mon, Nov 7, 2016	7:00	Indiana Pacers	100	Charlotte Hornets	122	16,880	
Mon, Nov 7, 2016	10:30	New Orleans Pelicans	106	Golden State Warriors	116	19,596	
Mon, Nov 7, 2016	10:30	Detroit Pistons	82	Los Angeles Clippers	114	19,060	
Mon, Nov 7, 2016	8:00	Miami Heat	85	Oklahoma City Thunder	97	18,203	
Mon, Nov 7, 2016	7:00	Utah Jazz	109	Philadelphia 76ers	84	14,168	
Mon, Nov 7, 2016	7:00	Houston Rockets	114	Washington Wizards	106	13,173	
Tue, Nov 8, 2016	7:30	Minnesota Timberwolves	110	Brooklyn Nets	119	13,610	
Tue, Nov 8, 2016	7:00	Atlanta Hawks	110	Cleveland Cavaliers	106	20,562	
Tue, Nov 8, 2016	10:30	Dallas Mavericks	109	Los Angeles Lakers	97	18,997	
Tue, Nov 8, 2016	8:00	Denver Nuggets	107	Memphis Grizzlies	108	15,109	
Tue, Nov 8, 2016	10:00	Phoenix Suns	121	Portland Trail Blazers	124	19,239	
Tue, Nov 8, 2016	10:30	New Orleans Pelicans	94	Sacramento Kings	102	17,608	
Wed, Nov 9, 2016	7:30	Chicago Bulls	107	Atlanta Hawks	115	16,354	
Wed, Nov 9, 2016	7:00	Utah Jazz	98	Charlotte Hornets	104	15,712	
Wed, Nov 9, 2016	10:30	Dallas Mavericks	95	Golden State Warriors	116	19,596	
Wed, Nov 9, 2016	7:00	Philadelphia 76ers	115	Indiana Pacers	122	15,360	
Wed, Nov 9, 2016	10:30	Portland Trail Blazers	80	Los Angeles Clippers	111	19,060	
Wed, Nov 9, 2016	7:00	Brooklyn Nets	96	New York Knicks	110	19,812	
Wed, Nov 9, 2016	8:00	Toronto Raptors	112	Oklahoma City Thunder	102	18,203	
Wed, Nov 9, 2016	7:00	Minnesota Timberwolves	123	Orlando Magic	107	17,102	
Wed, Nov 9, 2016	9:00	Detroit Pistons	100	Phoenix Suns	107	16,719	
Wed, Nov 9, 2016	9:30	Houston Rockets	101	San Antonio Spurs	99	18,418	
Wed, Nov 9, 2016	7:00	Boston Celtics	93	Washington Wizards	118	12,675	
Thu, Nov 10, 2016	9:00	Golden State Warriors	125	Denver Nuggets	101	17,569	
Thu, Nov 10, 2016	8:00	Chicago Bulls	98	Miami Heat	95	19,600	
Thu, Nov 10, 2016	8:00	New Orleans Pelicans	112	Milwaukee Bucks	106	12,159	
Thu, Nov 10, 2016	10:30	Los Angeles Lakers	101	Sacramento Kings	91	17,608	
Fri, Nov 11, 2016	7:30	New York Knicks	87	Boston Celtics	115	18,624	
Fri, Nov 11, 2016	7:00	Toronto Raptors	113	Charlotte Hornets	111	18,107	
Fri, Nov 11, 2016	8:00	Los Angeles Clippers	110	Oklahoma City Thunder	108	18,203	
Fri, Nov 11, 2016	7:00	Utah Jazz	87	Orlando Magic	74	18,846	
Fri, Nov 11, 2016	7:00	Indiana Pacers	105	Philadelphia 76ers	109	17,643	
Fri, Nov 11, 2016	10:00	Sacramento Kings	120	Portland Trail Blazers	122	19,918	
Fri, Nov 11, 2016	8:30	Detroit Pistons	86	San Antonio Spurs	96	18,418	
Fri, Nov 11, 2016	7:00	Cleveland Cavaliers	105	Washington Wizards	94	20,356	
Sat, Nov 12, 2016	7:30	Philadelphia 76ers	96	Atlanta Hawks	117	17,399	
Sat, Nov 12, 2016	8:00	Washington Wizards	95	Chicago Bulls	106	21,962	
Sat, Nov 12, 2016	9:00	Detroit Pistons	106	Denver Nuggets	95	13,997	
Sat, Nov 12, 2016	8:00	San Antonio Spurs	106	Houston Rockets	100	18,055	
Sat, Nov 12, 2016	7:00	Boston Celtics	105	Indiana Pacers	99	17,923	
Sat, Nov 12, 2016	8:00	Utah Jazz	102	Miami Heat	91	19,600	
Sat, Nov 12, 2016	8:30	Memphis Grizzlies	96	Milwaukee Bucks	106	14,327	
Sat, Nov 12, 2016	8:00	Los Angeles Clippers	119	Minnesota Timberwolves	105	14,494	
Sat, Nov 12, 2016	7:00	Los Angeles Lakers	126	New Orleans Pelicans	99	17,138	
Sat, Nov 12, 2016	9:00	Brooklyn Nets	122	Phoenix Suns	104	17,126	
Sat, Nov 12, 2016	7:30	New York Knicks	107	Toronto Raptors	118	19,800	
Sun, Nov 13, 2016	3:30	Charlotte Hornets	93	Cleveland Cavaliers	100	20,562	
Sun, Nov 13, 2016	8:00	Phoenix Suns	120	Golden State Warriors	133	19,596	
Sun, Nov 13, 2016	7:00	Los Angeles Lakers	99	Minnesota Timberwolves	125	14,432	
Sun, Nov 13, 2016	7:00	Orlando Magic	119	Oklahoma City Thunder	117	18,203	
Sun, Nov 13, 2016	9:00	Denver Nuggets	105	Portland Trail Blazers	112	19,362	
Mon, Nov 14, 2016	7:30	Oklahoma City Thunder	88	Detroit Pistons	104	14,172	
Mon, Nov 14, 2016	8:00	Philadelphia 76ers	88	Houston Rockets	115	13,183	
Mon, Nov 14, 2016	7:00	Orlando Magic	69	Indiana Pacers	88	14,825	
Mon, Nov 14, 2016	10:30	Brooklyn Nets	95	Los Angeles Clippers	127	19,060	
Mon, Nov 14, 2016	8:00	Boston Celtics	105	New Orleans Pelicans	106	15,001	
Mon, Nov 14, 2016	7:30	Dallas Mavericks	77	New York Knicks	93	19,812	
Mon, Nov 14, 2016	8:30	Miami Heat	90	San Antonio Spurs	94	18,418	
Mon, Nov 14, 2016	9:00	Memphis Grizzlies	102	Utah Jazz	96	18,176	
Tue, Nov 15, 2016	7:00	Toronto Raptors	117	Cleveland Cavaliers	121	20,562	
Tue, Nov 15, 2016	10:30	Brooklyn Nets	118	Los Angeles Lakers	125	18,426	
Tue, Nov 15, 2016	7:30	Atlanta Hawks	93	Miami Heat	90	19,600	
Tue, Nov 15, 2016	8:00	Charlotte Hornets	115	Minnesota Timberwolves	108	10,349	
Tue, Nov 15, 2016	10:00	Chicago Bulls	113	Portland Trail Blazers	88	19,393	
Wed, Nov 16, 2016	7:30	Milwaukee Bucks	100	Atlanta Hawks	107	14,656	
Wed, Nov 16, 2016	7:30	Dallas Mavericks	83	Boston Celtics	90	18,624	
Wed, Nov 16, 2016	9:00	Phoenix Suns	104	Denver Nuggets	120	10,247	
Wed, Nov 16, 2016	7:00	Cleveland Cavaliers	93	Indiana Pacers	103	17,022	
Wed, Nov 16, 2016	10:30	Memphis Grizzlies	111	Los Angeles Clippers	107	19,060	
Wed, Nov 16, 2016	7:30	Detroit Pistons	102	New York Knicks	105	19,812	
Wed, Nov 16, 2016	8:00	Houston Rockets	103	Oklahoma City Thunder	105	18,203	
Wed, Nov 16, 2016	7:00	New Orleans Pelicans	82	Orlando Magic	89	16,127	
Wed, Nov 16, 2016	7:00	Washington Wizards	102	Philadelphia 76ers	109	14,863	
Wed, Nov 16, 2016	10:30	San Antonio Spurs	110	Sacramento Kings	105	17,608	
Wed, Nov 16, 2016	8:00	Golden State Warriors	127	Toronto Raptors	121	21,050	
Thu, Nov 17, 2016	8:00	Portland Trail Blazers	109	Houston Rockets	126	15,550	
Thu, Nov 17, 2016	7:30	Milwaukee Bucks	73	Miami Heat	96	19,600	
Thu, Nov 17, 2016	8:00	Philadelphia 76ers	86	Minnesota Timberwolves	110	16,866	
Thu, Nov 17, 2016	10:30	Chicago Bulls	85	Utah Jazz	77	19,911	
Thu, Nov 17, 2016	7:00	New York Knicks	112	Washington Wizards	119	16,704	
Fri, Nov 18, 2016	8:00	Golden State Warriors	104	Boston Celtics	88	18,624	
Fri, Nov 18, 2016	7:00	Atlanta Hawks	96	Charlotte Hornets	100	17,989	
Fri, Nov 18, 2016	7:30	Detroit Pistons	81	Cleveland Cavaliers	104	20,562	
Fri, Nov 18, 2016	8:30	Memphis Grizzlies	80	Dallas Mavericks	64	19,715	
Fri, Nov 18, 2016	9:00	Toronto Raptors	113	Denver Nuggets	111	12,476	
Fri, Nov 18, 2016	7:00	Phoenix Suns	116	Indiana Pacers	96	16,780	
Fri, Nov 18, 2016	10:30	San Antonio Spurs	116	Los Angeles Lakers	107	18,997	
Fri, Nov 18, 2016	8:00	Portland Trail Blazers	101	New Orleans Pelicans	113	15,552	
Fri, Nov 18, 2016	8:00	Brooklyn Nets	105	Oklahoma City Thunder	124	18,203	
Fri, Nov 18, 2016	10:30	Los Angeles Clippers	121	Sacramento Kings	115	17,608	
Sat, Nov 19, 2016	7:00	Boston Celtics	94	Detroit Pistons	92	16,107	
Sat, Nov 19, 2016	5:00	Utah Jazz	102	Houston Rockets	111	14,760	
Sat, Nov 19, 2016	10:30	Chicago Bulls	95	Los Angeles Clippers	102	19,060	
Sat, Nov 19, 2016	8:00	Minnesota Timberwolves	71	Memphis Grizzlies	93	17,112	
Sat, Nov 19, 2016	8:30	Golden State Warriors	124	Milwaukee Bucks	121	18,717	
Sat, Nov 19, 2016	7:00	Charlotte Hornets	116	New Orleans Pelicans	121	15,739	
Sat, Nov 19, 2016	7:00	Dallas Mavericks	87	Orlando Magic	95	18,846	
Sat, Nov 19, 2016	7:30	Phoenix Suns	105	Philadelphia 76ers	120	18,125	
Sat, Nov 19, 2016	7:00	Miami Heat	114	Washington Wizards	111	15,848	
Sun, Nov 20, 2016	3:30	Portland Trail Blazers	129	Brooklyn Nets	109	16,608	
Sun, Nov 20, 2016	9:00	Utah Jazz	91	Denver Nuggets	105	12,565	
Sun, Nov 20, 2016	9:30	Chicago Bulls	118	Los Angeles Lakers	110	18,997	
Sun, Nov 20, 2016	12:00	Atlanta Hawks	94	New York Knicks	104	19,812	
Sun, Nov 20, 2016	7:00	Indiana Pacers	115	Oklahoma City Thunder	111	18,203	
Sun, Nov 20, 2016	9:00	Toronto Raptors	99	Sacramento Kings	102	17,608	
Mon, Nov 21, 2016	7:00	Memphis Grizzlies	105	Charlotte Hornets	90	14,181	
Mon, Nov 21, 2016	7:30	Houston Rockets	99	Detroit Pistons	96	13,632	
Mon, Nov 21, 2016	7:00	Golden State Warriors	120	Indiana Pacers	83	17,923	
Mon, Nov 21, 2016	10:30	Toronto Raptors	115	Los Angeles Clippers	123	19,060	
Mon, Nov 21, 2016	8:00	Orlando Magic	89	Milwaukee Bucks	93	12,306	
Mon, Nov 21, 2016	8:00	Boston Celtics	99	Minnesota Timberwolves	93	13,167	
Mon, Nov 21, 2016	7:00	Miami Heat	94	Philadelphia 76ers	101	16,477	
Mon, Nov 21, 2016	8:30	Dallas Mavericks	91	San Antonio Spurs	96	18,418	
Mon, Nov 21, 2016	7:00	Phoenix Suns	101	Washington Wizards	106	12,790	
Tue, Nov 22, 2016	7:30	New Orleans Pelicans	112	Atlanta Hawks	94	19,120	
Tue, Nov 22, 2016	9:00	Chicago Bulls	107	Denver Nuggets	110	14,328	
Tue, Nov 22, 2016	10:30	Oklahoma City Thunder	109	Los Angeles Lakers	111	18,997	
Tue, Nov 22, 2016	7:30	Portland Trail Blazers	103	New York Knicks	107	19,812	
Wed, Nov 23, 2016	7:30	Boston Celtics	111	Brooklyn Nets	92	16,210	
Wed, Nov 23, 2016	7:00	San Antonio Spurs	119	Charlotte Hornets	114	18,515	
Wed, Nov 23, 2016	7:00	Portland Trail Blazers	125	Cleveland Cavaliers	137	20,562	
Wed, Nov 23, 2016	8:30	Los Angeles Clippers	124	Dallas Mavericks	104	20,042	
Wed, Nov 23, 2016	7:30	Miami Heat	84	Detroit Pistons	107	14,520	
Wed, Nov 23, 2016	10:30	Los Angeles Lakers	106	Golden State Warriors	149	19,596	
Wed, Nov 23, 2016	8:00	Toronto Raptors	115	Houston Rockets	102	18,055	
Wed, Nov 23, 2016	7:00	Atlanta Hawks	96	Indiana Pacers	85	16,032	
Wed, Nov 23, 2016	9:30	Minnesota Timberwolves	96	New Orleans Pelicans	117	15,555	
Wed, Nov 23, 2016	7:00	Phoenix Suns	92	Orlando Magic	87	17,069	
Wed, Nov 23, 2016	7:00	Memphis Grizzlies	104	Philadelphia 76ers	99	15,880	
Wed, Nov 23, 2016	10:30	Oklahoma City Thunder	101	Sacramento Kings	116	17,608	
Wed, Nov 23, 2016	9:00	Denver Nuggets	83	Utah Jazz	108	19,229	
Fri, Nov 25, 2016	1:00	San Antonio Spurs	109	Boston Celtics	103	18,624	
Fri, Nov 25, 2016	7:30	Dallas Mavericks	90	Cleveland Cavaliers	128	20,562	
Fri, Nov 25, 2016	9:00	Oklahoma City Thunder	132	Denver Nuggets	129	14,327	
Fri, Nov 25, 2016	7:30	Los Angeles Clippers	97	Detroit Pistons	108	17,023	
Fri, Nov 25, 2016	8:00	Brooklyn Nets	97	Indiana Pacers	118	16,083	
Fri, Nov 25, 2016	10:30	Golden State Warriors	109	Los Angeles Lakers	85	18,997	
Fri, Nov 25, 2016	8:00	Miami Heat	90	Memphis Grizzlies	81	17,222	
Fri, Nov 25, 2016	8:00	Toronto Raptors	105	Milwaukee Bucks	99	16,223	
Fri, Nov 25, 2016	7:30	Charlotte Hornets	111	New York Knicks	113	19,812	
Fri, Nov 25, 2016	7:00	Washington Wizards	94	Orlando Magic	91	17,103	
Fri, Nov 25, 2016	7:30	Chicago Bulls	105	Philadelphia 76ers	89	18,234	
Fri, Nov 25, 2016	9:00	Minnesota Timberwolves	98	Phoenix Suns	85	16,728	
Fri, Nov 25, 2016	10:00	New Orleans Pelicans	104	Portland Trail Blazers	119	19,393	
Fri, Nov 25, 2016	10:30	Houston Rockets	117	Sacramento Kings	104	17,608	
Fri, Nov 25, 2016	8:00	Atlanta Hawks	68	Utah Jazz	95	19,911	
Sat, Nov 26, 2016	7:00	New York Knicks	102	Charlotte Hornets	107	19,195	
Sat, Nov 26, 2016	10:30	Minnesota Timberwolves	102	Golden State Warriors	115	19,596	
Sat, Nov 26, 2016	8:00	Memphis Grizzlies	110	Miami Heat	107	19,600	
Sat, Nov 26, 2016	8:00	Detroit Pistons	88	Oklahoma City Thunder	106	18,203	
Sat, Nov 26, 2016	7:00	San Antonio Spurs	112	Washington Wizards	100	17,066	
Sun, Nov 27, 2016	6:00	Sacramento Kings	122	Brooklyn Nets	105	13,646	
Sun, Nov 27, 2016	7:00	New Orleans Pelicans	81	Dallas Mavericks	91	19,302	
Sun, Nov 27, 2016	6:00	Los Angeles Clippers	70	Indiana Pacers	91	15,572	
Sun, Nov 27, 2016	9:30	Atlanta Hawks	94	Los Angeles Lakers	109	18,997	
Sun, Nov 27, 2016	6:00	Milwaukee Bucks	104	Orlando Magic	96	16,521	
Sun, Nov 27, 2016	1:00	Cleveland Cavaliers	112	Philadelphia 76ers	108	19,311	
Sun, Nov 27, 2016	3:30	Denver Nuggets	120	Phoenix Suns	114	15,365	
Sun, Nov 27, 2016	9:00	Houston Rockets	130	Portland Trail Blazers	114	19,393	
Mon, Nov 28, 2016	10:30	Atlanta Hawks	100	Golden State Warriors	105	19,596	
Mon, Nov 28, 2016	8:00	Charlotte Hornets	104	Memphis Grizzlies	85	13,143	
Mon, Nov 28, 2016	7:30	Boston Celtics	112	Miami Heat	104	19,600	
Mon, Nov 28, 2016	8:00	Utah Jazz	112	Minnesota Timberwolves	103	9,384	
Mon, Nov 28, 2016	7:30	Oklahoma City Thunder	112	New York Knicks	103	19,812	
Mon, Nov 28, 2016	7:30	Philadelphia 76ers	95	Toronto Raptors	122	19,800	
Mon, Nov 28, 2016	7:00	Sacramento Kings	95	Washington Wizards	101	12,571	
Tue, Nov 29, 2016	7:30	Los Angeles Clippers	122	Brooklyn Nets	127	15,681	
Tue, Nov 29, 2016	7:00	Detroit Pistons	112	Charlotte Hornets	89	14,266	
Tue, Nov 29, 2016	8:00	Cleveland Cavaliers	101	Milwaukee Bucks	118	16,559	
Tue, Nov 29, 2016	8:00	Los Angeles Lakers	88	New Orleans Pelicans	105	14,024	
Tue, Nov 29, 2016	8:30	Orlando Magic	95	San Antonio Spurs	83	18,418	
Tue, Nov 29, 2016	9:00	Houston Rockets	101	Utah Jazz	120	19,911	
Wed, Nov 30, 2016	7:30	Detroit Pistons	121	Boston Celtics	114	17,338	
Wed, Nov 30, 2016	8:00	Los Angeles Lakers	96	Chicago Bulls	90	21,773	
Wed, Nov 30, 2016	8:30	San Antonio Spurs	94	Dallas Mavericks	87	19,245	
Wed, Nov 30, 2016	9:00	Miami Heat	106	Denver Nuggets	98	11,471	
Wed, Nov 30, 2016	8:00	New York Knicks	106	Minnesota Timberwolves	104	13,987	
Wed, Nov 30, 2016	8:00	Washington Wizards	115	Oklahoma City Thunder	126	18,203	
Wed, Nov 30, 2016	9:00	Atlanta Hawks	107	Phoenix Suns	109	15,909	
Wed, Nov 30, 2016	10:00	Indiana Pacers	109	Portland Trail Blazers	131	19,107	
Wed, Nov 30, 2016	7:30	Memphis Grizzlies	105	Toronto Raptors	120	19,800
Thu, Dec 1, 2016	7:30	Milwaukee Bucks	111	Brooklyn Nets	93	12,675	
Thu, Dec 1, 2016	7:00	Dallas Mavericks	87	Charlotte Hornets	97	14,471	
Thu, Dec 1, 2016	8:00	Los Angeles Clippers	113	Cleveland Cavaliers	94	20,562	
Thu, Dec 1, 2016	10:30	Houston Rockets	132	Golden State Warriors	127	19,596	
Thu, Dec 1, 2016	8:00	Orlando Magic	94	Memphis Grizzlies	95	13,344	
Thu, Dec 1, 2016	9:00	Miami Heat	111	Utah Jazz	110	19,073	
Fri, Dec 2, 2016	8:00	Detroit Pistons	121	Atlanta Hawks	85	15,500	
Fri, Dec 2, 2016	7:30	Sacramento Kings	92	Boston Celtics	97	18,624	
Fri, Dec 2, 2016	8:00	Cleveland Cavaliers	105	Chicago Bulls	111	21,775	
Fri, Dec 2, 2016	10:30	Houston Rockets	128	Denver Nuggets	110	15,549	
Fri, Dec 2, 2016	8:00	Los Angeles Clippers	114	New Orleans Pelicans	96	16,538	
Fri, Dec 2, 2016	7:30	Minnesota Timberwolves	114	New York Knicks	118	19,812	
Fri, Dec 2, 2016	7:00	Orlando Magic	105	Philadelphia 76ers	88	13,711	
Fri, Dec 2, 2016	8:30	Washington Wizards	105	San Antonio Spurs	107	18,418	
Fri, Dec 2, 2016	7:30	Los Angeles Lakers	80	Toronto Raptors	113	19,800	
Sat, Dec 3, 2016	7:00	Minnesota Timberwolves	125	Charlotte Hornets	120	16,982	
Sat, Dec 3, 2016	8:30	Chicago Bulls	82	Dallas Mavericks	107	19,857	
Sat, Dec 3, 2016	10:30	Phoenix Suns	109	Golden State Warriors	138	19,596	
Sat, Dec 3, 2016	8:00	Los Angeles Lakers	100	Memphis Grizzlies	103	17,017	
Sat, Dec 3, 2016	5:00	Brooklyn Nets	103	Milwaukee Bucks	112	15,565	
Sat, Dec 3, 2016	7:30	Boston Celtics	107	Philadelphia 76ers	106	17,063	
Sat, Dec 3, 2016	10:00	Miami Heat	92	Portland Trail Blazers	99	19,393	
Sat, Dec 3, 2016	7:30	Atlanta Hawks	84	Toronto Raptors	128	19,800	
Sat, Dec 3, 2016	9:00	Denver Nuggets	98	Utah Jazz	105	19,911	
Sun, Dec 4, 2016	6:00	Orlando Magic	98	Detroit Pistons	92	15,206	
Sun, Dec 4, 2016	9:30	Indiana Pacers	111	Los Angeles Clippers	102	19,060	
Sun, Dec 4, 2016	7:30	Sacramento Kings	98	New York Knicks	106	19,812	
