Sat, Nov 11, 2017|7:00 pm|Los Angeles Clippers|103|New Orleans Pelicans|111|17,624|
Sat, Nov 11, 2017|8:00 pm|Sacramento Kings|91|New York Knicks|118|19,812|
Sat, Nov 11, 2017|9:00 pm|Minnesota Timberwolves|110|Phoenix Suns|118|16,910|
Sat, Nov 11, 2017|8:30 pm|Chicago Bulls|94|San Antonio Spurs|133|18,418|
Sat, Nov 11, 2017|9:00 pm|Brooklyn Nets|106|Utah Jazz|114|17,413|
Sat, Nov 11, 2017|7:00 pm|Atlanta Hawks|94|Washington Wizards|113|17,260|
Sun, Nov 12, 2017|3:30 pm|Toronto Raptors|94|Boston Celtics|95|18,624|
Sun, Nov 12, 2017|4:00 pm|Miami Heat|103|Detroit Pistons|112|16,236|
Sun, Nov 12, 2017|6:00 pm|Houston Rockets|118|Indiana Pacers|95|15,581|
Sun, Nov 12, 2017|7:00 pm|Dallas Mavericks|99|Oklahoma City Thunder|112|18,203|
Mon, Nov 13, 2017|10:30 pm|Orlando Magic|100|Golden State Warriors|110|19,596|
Mon, Nov 13, 2017|10:30 pm|Philadelphia 76ers|109|Los Angeles Clippers|105|19,068|
Mon, Nov 13, 2017|8:00 pm|Memphis Grizzlies|103|Milwaukee Bucks|110|13,244|
Mon, Nov 13, 2017|8:00 pm|Atlanta Hawks|105|New Orleans Pelicans|106|14,631|
Mon, Nov 13, 2017|7:30 pm|Cleveland Cavaliers|104|New York Knicks|101|19,812|
Mon, Nov 13, 2017|9:00 pm|Los Angeles Lakers|100|Phoenix Suns|93|17,533|
Mon, Nov 13, 2017|10:00 pm|Denver Nuggets|82|Portland Trail Blazers|99|18,895|
Mon, Nov 13, 2017|9:00 pm|Minnesota Timberwolves|109|Utah Jazz|98|17,236|
Mon, Nov 13, 2017|7:00 pm|Sacramento Kings|92|Washington Wizards|110|14,660|
Tue, Nov 14, 2017|7:30 pm|Boston Celtics|109|Brooklyn Nets|102|17,732|
Tue, Nov 14, 2017|8:30 pm|San Antonio Spurs|97|Dallas Mavericks|91|19,535|
Tue, Nov 14, 2017|8:00 pm|Toronto Raptors|129|Houston Rockets|113|18,055|
Wed, Nov 15, 2017|7:30 pm|Sacramento Kings|80|Atlanta Hawks|126|13,860|
Wed, Nov 15, 2017|8:00 pm|Cleveland Cavaliers|115|Charlotte Hornets|107|19,427|
Wed, Nov 15, 2017|10:30 pm|Philadelphia 76ers|115|Los Angeles Lakers|109|18,997|
Wed, Nov 15, 2017|8:00 pm|Indiana Pacers|116|Memphis Grizzlies|113|16,033|
Wed, Nov 15, 2017|7:30 pm|Washington Wizards|102|Miami Heat|93|19,600|
Wed, Nov 15, 2017|8:00 pm|Detroit Pistons|95|Milwaukee Bucks|99|14,594|
Wed, Nov 15, 2017|8:00 pm|San Antonio Spurs|86|Minnesota Timberwolves|98|18,978|
Wed, Nov 15, 2017|8:00 pm|Toronto Raptors|125|New Orleans Pelicans|116|15,654|
Wed, Nov 15, 2017|7:30 pm|Utah Jazz|101|New York Knicks|106|18,695|
Wed, Nov 15, 2017|8:00 pm|Chicago Bulls|79|Oklahoma City Thunder|92|18,203|
Wed, Nov 15, 2017|10:00 pm|Orlando Magic|94|Portland Trail Blazers|99|19,206|
Thu, Nov 16, 2017|8:00 pm|Golden State Warriors|88|Boston Celtics|92|18,624|
Thu, Nov 16, 2017|10:30 pm|Houston Rockets|142|Phoenix Suns|116|16,875|
Fri, Nov 17, 2017|7:30 pm|Utah Jazz|107|Brooklyn Nets|118|14,495|
Fri, Nov 17, 2017|8:00 pm|Charlotte Hornets|120|Chicago Bulls|123|20,493|
Fri, Nov 17, 2017|7:30 pm|Los Angeles Clippers|113|Cleveland Cavaliers|118|20,562|
Fri, Nov 17, 2017|8:30 pm|Minnesota Timberwolves|111|Dallas Mavericks|87|19,459|
Fri, Nov 17, 2017|10:30 pm|New Orleans Pelicans|114|Denver Nuggets|146|16,816|
Fri, Nov 17, 2017|7:00 pm|Detroit Pistons|100|Indiana Pacers|107|17,188|
Fri, Nov 17, 2017|10:30 pm|Phoenix Suns|122|Los Angeles Lakers|113|18,997|
Fri, Nov 17, 2017|10:00 pm|Portland Trail Blazers|82|Sacramento Kings|86|17,583|
Fri, Nov 17, 2017|8:00 pm|Oklahoma City Thunder|101|San Antonio Spurs|104|18,418|
Fri, Nov 17, 2017|7:30 pm|New York Knicks|84|Toronto Raptors|107|19,800|
Fri, Nov 17, 2017|7:00 pm|Miami Heat|91|Washington Wizards|88|17,551|
Sat, Nov 18, 2017|7:30 pm|Boston Celtics|110|Atlanta Hawks|99|16,381|
Sat, Nov 18, 2017|7:00 pm|Los Angeles Clippers|87|Charlotte Hornets|102|17,640|
Sat, Nov 18, 2017|9:00 pm|Milwaukee Bucks|79|Dallas Mavericks|111|19,949|
Sat, Nov 18, 2017|8:00 pm|Houston Rockets|105|Memphis Grizzlies|83|17,266|
Sat, Nov 18, 2017|7:00 pm|Utah Jazz|125|Orlando Magic|85|19,157|
Sat, Nov 18, 2017|7:30 pm|Golden State Warriors|124|Philadelphia 76ers|116|20,848|
Sat, Nov 18, 2017|10:00 pm|Sacramento Kings|90|Portland Trail Blazers|102|19,522|
Sun, Nov 19, 2017|6:00 pm|Golden State Warriors|118|Brooklyn Nets|111|17,732|
Sun, Nov 19, 2017|9:30 pm|Denver Nuggets|109|Los Angeles Lakers|127|18,997|
Sun, Nov 19, 2017|5:00 pm|Indiana Pacers|120|Miami Heat|95|19,600|
Sun, Nov 19, 2017|7:00 pm|Detroit Pistons|100|Minnesota Timberwolves|97|16,069|
Sun, Nov 19, 2017|8:00 pm|Chicago Bulls|105|Phoenix Suns|113|16,264|
Sun, Nov 19, 2017|3:30 pm|Washington Wizards|91|Toronto Raptors|100|19,800|
Mon, Nov 20, 2017|7:00 pm|Minnesota Timberwolves|102|Charlotte Hornets|118|15,978|
Mon, Nov 20, 2017|8:30 pm|Boston Celtics|110|Dallas Mavericks|102|20,302|
Mon, Nov 20, 2017|7:00 pm|Cleveland Cavaliers|116|Detroit Pistons|88|20,491|
Mon, Nov 20, 2017|8:00 pm|Portland Trail Blazers|100|Memphis Grizzlies|92|15,785|
Mon, Nov 20, 2017|8:00 pm|Washington Wizards|99|Milwaukee Bucks|88|16,122|
Mon, Nov 20, 2017|8:00 pm|Oklahoma City Thunder|107|New Orleans Pelicans|114|16,765|
Mon, Nov 20, 2017|7:30 pm|Los Angeles Clippers|85|New York Knicks|107|18,848|
Mon, Nov 20, 2017|7:00 pm|Indiana Pacers|105|Orlando Magic|97|17,239|
Mon, Nov 20, 2017|7:00 pm|Utah Jazz|86|Philadelphia 76ers|107|20,587|
Mon, Nov 20, 2017|10:00 pm|Denver Nuggets|114|Sacramento Kings|98|17,583|
Mon, Nov 20, 2017|8:30 pm|Atlanta Hawks|85|San Antonio Spurs|96|18,418|
Tue, Nov 21, 2017|10:30 pm|Chicago Bulls|94|Los Angeles Lakers|103|18,997|
Wed, Nov 22, 2017|7:30 pm|Los Angeles Clippers|116|Atlanta Hawks|103|12,675|
Wed, Nov 22, 2017|7:00 pm|Washington Wizards|124|Charlotte Hornets|129|16,041|
Wed, Nov 22, 2017|7:00 pm|Brooklyn Nets|109|Cleveland Cavaliers|119|20,562|
Wed, Nov 22, 2017|8:00 pm|Denver Nuggets|95|Houston Rockets|125|18,055|
Wed, Nov 22, 2017|8:00 pm|Dallas Mavericks|95|Memphis Grizzlies|94|16,101|
Wed, Nov 22, 2017|7:30 pm|Boston Celtics|98|Miami Heat|104|19,704|
Wed, Nov 22, 2017|8:00 pm|Orlando Magic|118|Minnesota Timberwolves|124|16,402|
Wed, Nov 22, 2017|8:00 pm|San Antonio Spurs|90|New Orleans Pelicans|107|17,539|
Wed, Nov 22, 2017|7:30 pm|Toronto Raptors|100|New York Knicks|108|19,812|
Wed, Nov 22, 2017|8:00 pm|Golden State Warriors|91|Oklahoma City Thunder|108|18,203|
Wed, Nov 22, 2017|7:00 pm|Portland Trail Blazers|81|Philadelphia 76ers|101|20,605|
Wed, Nov 22, 2017|9:00 pm|Milwaukee Bucks|113|Phoenix Suns|107|16,270|
Wed, Nov 22, 2017|10:30 pm|Los Angeles Lakers|102|Sacramento Kings|113|17,583|
Wed, Nov 22, 2017|9:00 pm|Chicago Bulls|80|Utah Jazz|110|17,434|
Fri, Nov 24, 2017|7:30 pm|New York Knicks|104|Atlanta Hawks|116|14,355|
Fri, Nov 24, 2017|7:30 pm|Orlando Magic|103|Boston Celtics|118|18,624|
Fri, Nov 24, 2017|12:00 pm|Portland Trail Blazers|127|Brooklyn Nets|125|15,246|
Fri, Nov 24, 2017|8:00 pm|Charlotte Hornets|99|Cleveland Cavaliers|100|20,562|
Fri, Nov 24, 2017|9:00 pm|Memphis Grizzlies|92|Denver Nuggets|104|16,736|
Fri, Nov 24, 2017|10:30 pm|Chicago Bulls|94|Golden State Warriors|143|19,596|
Fri, Nov 24, 2017|8:00 pm|Toronto Raptors|104|Indiana Pacers|107|16,523|
Fri, Nov 24, 2017|8:00 pm|Miami Heat|109|Minnesota Timberwolves|97|18,978|
Fri, Nov 24, 2017|8:00 pm|Detroit Pistons|99|Oklahoma City Thunder|98|18,203|
Fri, Nov 24, 2017|9:00 pm|New Orleans Pelicans|115|Phoenix Suns|91|16,574|
Sat, Nov 25, 2017|7:30 pm|Toronto Raptors|112|Atlanta Hawks|78|12,278|
Sat, Nov 25, 2017|7:00 pm|San Antonio Spurs|106|Charlotte Hornets|86|18,597|
Sat, Nov 25, 2017|8:30 pm|Oklahoma City Thunder|81|Dallas Mavericks|97|20,340|
Sat, Nov 25, 2017|8:30 pm|New Orleans Pelicans|95|Golden State Warriors|110|19,596|
Sat, Nov 25, 2017|8:00 pm|New York Knicks|102|Houston Rockets|117|18,055|
Sat, Nov 25, 2017|8:00 pm|Boston Celtics|108|Indiana Pacers|98|16,303|
Sat, Nov 25, 2017|7:00 pm|Orlando Magic|111|Philadelphia 76ers|130|20,585|
Sat, Nov 25, 2017|10:00 pm|Los Angeles Clippers|97|Sacramento Kings|95|17,583|
